2025-12-30T06:24:38.899485506Z [inf]  100.64.0.5:32518 - "GET /api/agents/bbeda238-e8d9-4d8c-b93b-1b7694581adb/kb HTTP/1.1" 200
2025-12-30T06:32:56.046038568Z [err]  2025-12-30 06:32:55,927 - key_encryption - WARNING - Failed to decrypt key, assuming unencrypted: 
2025-12-30T06:32:56.046042998Z [err]  2025-12-30 06:32:55,937 - core_calling_service - INFO - ✅ LLM client pre-warmed in 97ms
2025-12-30T06:32:56.046047641Z [err]  2025-12-30 06:32:55,937 - server - INFO - 🔧 Calling create_call_session() - COMPLETE
2025-12-30T06:32:56.046052811Z [err]  2025-12-30 06:32:55,937 - server - INFO - ✅ Session object created: CallSession
2025-12-30T06:32:56.046057201Z [err]  2025-12-30 06:32:55,965 - redis_service - INFO - 📦 Stored call data in Redis: v3:oLcFcMqRyuLPQSMRotJdh23YvIadFk7AZDhFLrbkYNB0bzCalxskvA (TTL: 3600s)
2025-12-30T06:32:56.046061598Z [err]  2025-12-30 06:32:55,965 - server - INFO - ✅ Serializable call_data synced to Redis (agent_id, user_id)
2025-12-30T06:32:56.046065514Z [err]  2025-12-30 06:32:55,965 - server - INFO - ✅ Session stored in worker memory (not Redis)
2025-12-30T06:32:56.046069896Z [err]  2025-12-30 06:32:55,971 - redis_service - INFO - ✅ Marked session ready in Redis: v3:oLcFcMqRyuLPQSMRotJdh23YvIadFk7AZDhFLrbkYNB0bzCalxskvA
2025-12-30T06:32:56.046074109Z [err]  2025-12-30 06:32:55,971 - server - INFO - 🤖 AI session created for call v3:oLcFcMqRyuLPQSMRotJdh23YvIadFk7AZDhFLrbkYNB0bzCalxskvA
2025-12-30T06:32:56.046494475Z [err]  2025-12-30 06:32:55,971 - server - INFO - 👂 User speaks first - waiting for user input...
2025-12-30T06:32:56.046501177Z [err]  2025-12-30 06:32:55,971 - server - INFO - 🛡️ Voicemail timeout protection started (15000ms)
2025-12-30T06:32:56.046505886Z [err]  2025-12-30 06:32:55,971 - server - INFO - ⏱️ AI will speak after 2000ms of silence (scheduled in WebSocket worker)
2025-12-30T06:32:56.046511044Z [err]  2025-12-30 06:32:55,971 - server - INFO - 🎤 Voice flow - streaming started via dial command
2025-12-30T06:32:56.046515760Z [err]  2025-12-30 06:32:55,998 - redis_service - INFO - 📥 Retrieved call data from Redis: v3:oLcFcMqRyuLPQSMRotJdh23YvIadFk7AZDhFLrbkYNB0bzCalxskvA
2025-12-30T06:32:56.046520195Z [err]  2025-12-30 06:32:55,999 - server - INFO - 🤐 No greeting - waiting for user to speak first
2025-12-30T06:32:56.046524469Z [err]  2025-12-30 06:32:56,000 - server - INFO - 🎤 Voice flow - WebSocket streaming already initiated
2025-12-30T06:32:56.046528175Z [inf]  100.64.0.14:13194 - "POST /api/telnyx/webhook HTTP/1.1" 200
2025-12-30T06:32:56.230055924Z [err]  2025-12-30 06:32:56,225 - redis_service - INFO - 📥 Retrieved call data from Redis: v3:oLcFcMqRyuLPQSMRotJdh23YvIadFk7AZDhFLrbkYNB0bzCalxskvA
2025-12-30T06:32:56.236390045Z [err]  2025-12-30 06:32:56,233 - redis_service - INFO - 📥 Retrieved call data from Redis: v3:oLcFcMqRyuLPQSMRotJdh23YvIadFk7AZDhFLrbkYNB0bzCalxskvA
2025-12-30T06:32:56.254620901Z [err]  2025-12-30 06:32:56,247 - redis_service - INFO - 📦 Stored call data in Redis: v3:oLcFcMqRyuLPQSMRotJdh23YvIadFk7AZDhFLrbkYNB0bzCalxskvA (TTL: 3600s)
2025-12-30T06:32:56.254629851Z [err]  2025-12-30 06:32:56,247 - server - INFO - ⏱️ [WebSocket Worker] Silence timeout reached - generating greeting!
2025-12-30T06:32:56.254636669Z [err]  2025-12-30 06:32:56,247 - core_calling_service - INFO - ⏱️ [06:32:56.247] 📥 process_user_input() ENTRY - text: '...'
2025-12-30T06:32:56.255767186Z [err]  2025-12-30 06:32:56,255 - redis_service - INFO - 📥 Retrieved call data from Redis: v3:oLcFcMqRyuLPQSMRotJdh23YvIadFk7AZDhFLrbkYNB0bzCalxskvA
2025-12-30T06:32:56.257383437Z [err]  2025-12-30 06:32:56,256 - core_calling_service - INFO - ⏱️ [06:32:56.256] ⏩ About to call _process_call_flow_streaming()
2025-12-30T06:32:56.257394070Z [err]  2025-12-30 06:32:56,256 - core_calling_service - INFO - ⏱️ [06:32:56.256] 🔀 Agent type: call_flow, calling flow processor...
2025-12-30T06:32:56.257394824Z [err]  2025-12-30 06:32:56,256 - core_calling_service - INFO - 🔧 Replaced {{track_keywords}} with  in content
2025-12-30T06:32:56.257403536Z [err]  2025-12-30 06:32:56,256 - core_calling_service - INFO - ⏱️ [06:32:56.256] 🔀 _process_call_flow_streaming() ENTRY
2025-12-30T06:32:56.257406831Z [err]  2025-12-30 06:32:56,256 - core_calling_service - INFO - 🔧 Replaced {{expected_commitment}} with not_specified in content
2025-12-30T06:32:56.257412367Z [err]  2025-12-30 06:32:56,256 - core_calling_service - INFO - Flow processing - History length: 1, Is first: True
2025-12-30T06:32:56.257416616Z [err]  2025-12-30 06:32:56,256 - core_calling_service - INFO - 🔧 Replaced {{to_number}} with +17708336397 in content
2025-12-30T06:32:56.257420819Z [err]  2025-12-30 06:32:56,256 - core_calling_service - INFO - ⏱️ [06:32:56.256] ✅ Node selected, about to process content...
2025-12-30T06:32:56.257428746Z [err]  2025-12-30 06:32:56,256 - core_calling_service - INFO - 🔧 Replaced {{now}} with Tuesday, December 30, 2025 at 1:32 AM EST in content
2025-12-30T06:32:56.257436079Z [err]  2025-12-30 06:32:56,256 - core_calling_service - INFO - 🔧 Replaced {{customer_name}} with Kendrick in content
2025-12-30T06:32:56.257442284Z [err]  2025-12-30 06:32:56,256 - core_calling_service - INFO - 🔧 Replaced {{callerName}} with  in content
2025-12-30T06:32:56.257448899Z [err]  2025-12-30 06:32:56,256 - core_calling_service - INFO - 🔧 Replaced {{lead_id}} with None in content
2025-12-30T06:32:56.257456224Z [err]  2025-12-30 06:32:56,256 - core_calling_service - INFO - 🔧 Replaced {{qc_tracking_enabled}} with False in content
2025-12-30T06:32:56.258456792Z [err]  2025-12-30 06:32:56,256 - core_calling_service - INFO - 🔧 Replaced {{phone_number}} with +17708336397 in content
2025-12-30T06:32:56.258466380Z [err]  2025-12-30 06:32:56,256 - core_calling_service - INFO - 🔧 Replaced {{email}} with None in content
2025-12-30T06:32:56.258473467Z [err]  2025-12-30 06:32:56,256 - core_calling_service - INFO - ✅ Using explicit SCRIPT mode (length: 9 chars) - will return text instantly
2025-12-30T06:32:56.258480125Z [err]  2025-12-30 06:32:56,256 - core_calling_service - INFO - Using flow node: Greeting (type: conversation, mode: script)
2025-12-30T06:32:56.258487459Z [err]  2025-12-30 06:32:56,256 - core_calling_service - INFO - 📚 skip_mandatory_precheck=true - skipping pre-response mandatory check, will check on transition
2025-12-30T06:32:56.258493959Z [err]  2025-12-30 06:32:56,256 - core_calling_service - INFO - ⏱️ [06:32:56.256] 📄 About to process content (mode=script, length=9)
2025-12-30T06:32:56.258500378Z [err]  2025-12-30 06:32:56,256 - core_calling_service - INFO - 🔊 Silence tracking reset for call v3:oLcFcMqRyuLPQSMRotJdh23YvIadFk7AZDhFLrbkYNB0bzCalxskvA (user responded)
2025-12-30T06:32:56.258507307Z [err]  2025-12-30 06:32:56,256 - core_calling_service - INFO - ✅ User responded to regular message, resetting counter
2025-12-30T06:32:56.258513719Z [err]  2025-12-30 06:32:56,256 - core_calling_service - INFO - 💾 Storing node ID 2 in conversation history
2025-12-30T06:32:56.258520288Z [err]  2025-12-30 06:32:56,256 - core_calling_service - INFO - LLM response (0.01s): Kendrick?
2025-12-30T06:32:56.258526582Z [err]  2025-12-30 06:32:56,256 - core_calling_service - INFO - Total latency: 0.01s
2025-12-30T06:32:56.258533027Z [err]  2025-12-30 06:32:56,256 - server - INFO - 💬 [WebSocket Worker] AI speaks after silence: Kendrick?
2025-12-30T06:32:56.325330240Z [err]  2025-12-30 06:32:56,322 - soniox_service - INFO - ✅ Connected to Soniox Real-Time STT
2025-12-30T06:32:56.325337486Z [err]  2025-12-30 06:32:56,322 - soniox_service - INFO - ⚙️  Config: model=stt-rt-v3, format=mulaw, rate=8000Hz, channels=1
2025-12-30T06:32:56.325344831Z [err]  2025-12-30 06:32:56,323 - soniox_service - INFO - ⚙️  Endpoint detection: True, Speaker diarization: False
2025-12-30T06:32:56.325351969Z [err]  2025-12-30 06:32:56,323 - dead_air_monitor - INFO - 🔇 Dead air monitoring started for call v3:oLcFcMqRyuLPQSMRotJdh23YvIadFk7AZDhFLrbkYNB0bzCalxskvA
2025-12-30T06:32:56.331326742Z [err]  2025-12-30 06:32:56,328 - persistent_tts_service - WARNING - ⚠️  No persistent TTS session found for call v3:oLcFcMqRyuLPQSMRo... (active sessions: ['v3:grbDJkmu7q7-nCqb7kJayHpiU6izB-AHqYkaaMD29PhGbUfYnw0m1g'])
2025-12-30T06:32:56.331336359Z [err]  2025-12-30 06:32:56,329 - server - INFO - ✅ Started forwarding audio (8kHz mulaw → Soniox, NO BUFFERING)
2025-12-30T06:32:56.372152794Z [err]  2025-12-30 06:32:56,359 - redis_service - INFO - 📥 Retrieved call data from Redis: v3:oLcFcMqRyuLPQSMRotJdh23YvIadFk7AZDhFLrbkYNB0bzCalxskvA
2025-12-30T06:32:56.372159330Z [err]  2025-12-30 06:32:56,360 - telnyx_service - INFO - 🔊 Speaking text on call v3:oLcFcMqRyuLPQSMRotJdh23YvIadFk7AZDhFLrbkYNB0bzCalxskvA: Kendrick?...
2025-12-30T06:32:56.372165627Z [err]  2025-12-30 06:32:56,360 - telnyx_service - INFO - 🔍 Agent config provided: True
2025-12-30T06:32:56.372170357Z [err]  2025-12-30 06:32:56,360 - telnyx_service - INFO - 🔍 TTS provider from settings: elevenlabs
2025-12-30T06:32:56.372175677Z [err]  2025-12-30 06:32:56,360 - telnyx_service - INFO - 🔍 WebSocket TTS: False
2025-12-30T06:32:56.372180333Z [err]  2025-12-30 06:32:56,360 - telnyx_service - INFO - 🎙️ Attempting elevenlabs TTS (REST)
2025-12-30T06:32:56.372185470Z [err]  2025-12-30 06:32:56,360 - server - INFO - 💾 TTS CACHE HIT: Returning cached audio (13837 bytes)
2025-12-30T06:32:56.372190104Z [err]  2025-12-30 06:32:56,361 - telnyx_service - INFO - ⏱️  TTS generation time: 0.00s
2025-12-30T06:32:56.372195183Z [err]  2025-12-30 06:32:56,361 - telnyx_service - INFO - ✅ Generated 13837 bytes, saved to /tmp/tts_4837cb141ab1223ca76c9b05a8448cb6.mp3
2025-12-30T06:32:56.372205872Z [err]  2025-12-30 06:32:56,361 - telnyx_service - INFO - 🔗 Using audio URL: api.li-ai.org/api/tts-audio/tts_4837cb141ab1223ca76c9b05a8448cb6.mp3
2025-12-30T06:32:56.659243646Z [err]  2025-12-30 06:32:56,646 - httpx - INFO - HTTP Request: POST https://api.telnyx.com/v2/calls/v3:oLcFcMqRyuLPQSMRotJdh23YvIadFk7AZDhFLrbkYNB0bzCalxskvA/actions/playback_start "HTTP/1.1 200 OK"
2025-12-30T06:32:56.659249375Z [err]  2025-12-30 06:32:56,647 - telnyx_service - INFO - ⏱️  Playback API call time: 0.29s
2025-12-30T06:32:56.659253726Z [err]  2025-12-30 06:32:56,647 - telnyx_service - INFO - ⏱️  Total TTS latency: 0.29s
2025-12-30T06:32:56.659258783Z [err]  2025-12-30 06:32:56,647 - telnyx_service - INFO - ✅ Playing elevenlabs audio via Telnyx playback
2025-12-30T06:32:56.659262707Z [err]  2025-12-30 06:32:56,647 - telnyx_service - INFO - 🎬 Playback ID: O8mi8mSWBg
2025-12-30T06:32:56.659266697Z [err]  2025-12-30 06:32:56,647 - server - INFO - 🔊 [WebSocket Worker] Silence greeting spoken via Telnyx TTS
2025-12-30T06:32:56.659270688Z [err]  2025-12-30 06:32:56,647 - server - INFO - ⏱️ [WebSocket Worker] Greeting playback started at 1767076376.647416
2025-12-30T06:32:56.659274401Z [err]  2025-12-30 06:32:56,647 - core_calling_service - INFO - ⏱️ SILENCE TIMER STARTED at 1767076376.6474452 for call v3:oLcFcMqRyuLPQSMRotJdh23YvIadFk7AZDhFLrbkYNB0bzCalxskvA
2025-12-30T06:32:56.659277893Z [err]  2025-12-30 06:32:56,647 - server - INFO - ⏱️ [WebSocket Worker] Silence tracking started for dead air monitoring
2025-12-30T06:32:56.816321431Z [inf]  100.64.0.14:13194 - "GET /api/tts-audio/tts_4837cb141ab1223ca76c9b05a8448cb6.mp3 HTTP/1.1" 200
2025-12-30T06:32:56.816329441Z [err]  2025-12-30 06:32:56,813 - server - INFO - 📨 ========== TELNYX WEBHOOK RECEIVED ==========
2025-12-30T06:32:56.816336266Z [err]  2025-12-30 06:32:56,813 - server - INFO - 📨 Full payload: {'data': {'event_type': 'call.playback.started', 'id': '9123f8ff-bfed-4964-975b-29fcc8827f87', 'occurred_at': '2025-12-30T06:32:56.364105Z', 'payload': {'call_control_id': 'v3:oLcFcMqRyuLPQSMRotJdh23YvIadFk7AZDhFLrbkYNB0bzCalxskvA', 'call_leg_id': '5c98a9a4-e549-11f0-af4f-02420aef951f', 'call_session_id': '5c95d580-e549-11f0-9be0-02420aef951f', 'client_state': None, 'connection_id': '2777245537294877821', 'media_name': None, 'media_url': 'api.li-ai.org/api/tts-audio/comfort_noise_continuous.mp3', 'overlay': True, 'playback_id': 'tl1CFuHggA', 'start_time': '2025-12-30T06:32:56.364105Z'}, 'record_type': 'event'}, 'meta': {'attempt': 1, 'delivered_to': 'https://api.li-ai.org/api/telnyx/webhook'}}
2025-12-30T06:32:56.816342548Z [err]  2025-12-30 06:32:56,814 - server - INFO - 🎯 Event type: call.playback.started, Call ID: v3:oLcFcMqRyuLPQSMRotJdh23YvIadFk7AZDhFLrbkYNB0bzCalxskvA
2025-12-30T06:32:56.816348083Z [err]  2025-12-30 06:32:56,814 - server - INFO - 📨 ================================================
2025-12-30T06:32:56.816355465Z [inf]  100.64.0.8:12858 - "POST /api/telnyx/webhook HTTP/1.1" 200
2025-12-30T06:32:56.838842975Z [err]  2025-12-30 06:32:56,833 - persistent_tts_service - WARNING - ⚠️  No persistent TTS session found for call v3:oLcFcMqRyuLPQSMRo... (active sessions: ['v3:grbDJkmu7q7-nCqb7kJayHpiU6izB-AHqYkaaMD29PhGbUfYnw0m1g'])
2025-12-30T06:32:57.371997750Z [err]  2025-12-30 06:32:57,339 - persistent_tts_service - WARNING - ⚠️  No persistent TTS session found for call v3:oLcFcMqRyuLPQSMRo... (active sessions: ['v3:grbDJkmu7q7-nCqb7kJayHpiU6izB-AHqYkaaMD29PhGbUfYnw0m1g'])
2025-12-30T06:32:57.703737142Z [err]  2025-12-30 06:32:57,694 - server - INFO - 📨 ========== TELNYX WEBHOOK RECEIVED ==========
2025-12-30T06:32:57.703741436Z [err]  2025-12-30 06:32:57,694 - server - INFO - 📨 Full payload: {'data': {'event_type': 'call.playback.started', 'id': '6563782d-f53c-4f1f-8ffd-6f2f986e9388', 'occurred_at': '2025-12-30T06:32:57.304104Z', 'payload': {'call_control_id': 'v3:oLcFcMqRyuLPQSMRotJdh23YvIadFk7AZDhFLrbkYNB0bzCalxskvA', 'call_leg_id': '5c98a9a4-e549-11f0-af4f-02420aef951f', 'call_session_id': '5c95d580-e549-11f0-9be0-02420aef951f', 'client_state': None, 'connection_id': '2777245537294877821', 'media_name': None, 'media_url': 'api.li-ai.org/api/tts-audio/tts_4837cb141ab1223ca76c9b05a8448cb6.mp3', 'overlay': False, 'playback_id': 'O8mi8mSWBg'}, 'record_type': 'event'}, 'meta': {'attempt': 1, 'delivered_to': 'https://api.li-ai.org/api/telnyx/webhook'}}
2025-12-30T06:32:57.703745521Z [err]  2025-12-30 06:32:57,694 - server - INFO - 🎯 Event type: call.playback.started, Call ID: v3:oLcFcMqRyuLPQSMRotJdh23YvIadFk7AZDhFLrbkYNB0bzCalxskvA
2025-12-30T06:32:57.703749848Z [err]  2025-12-30 06:32:57,694 - server - INFO - 📨 ================================================
2025-12-30T06:32:57.703753641Z [inf]  100.64.0.12:28944 - "POST /api/telnyx/webhook HTTP/1.1" 200
2025-12-30T06:32:57.863853916Z [err]  2025-12-30 06:32:57,844 - persistent_tts_service - WARNING - ⚠️  No persistent TTS session found for call v3:oLcFcMqRyuLPQSMRo... (active sessions: ['v3:grbDJkmu7q7-nCqb7kJayHpiU6izB-AHqYkaaMD29PhGbUfYnw0m1g'])
2025-12-30T06:32:58.353263949Z [err]  2025-12-30 06:32:58,351 - persistent_tts_service - WARNING - ⚠️  No persistent TTS session found for call v3:oLcFcMqRyuLPQSMRo... (active sessions: ['v3:grbDJkmu7q7-nCqb7kJayHpiU6izB-AHqYkaaMD29PhGbUfYnw0m1g'])
2025-12-30T06:32:58.570252252Z [err]  2025-12-30 06:32:58,560 - server - INFO - 📨 ========== TELNYX WEBHOOK RECEIVED ==========
2025-12-30T06:32:58.570260747Z [err]  2025-12-30 06:32:58,560 - server - INFO - 📨 Full payload: {'data': {'event_type': 'call.playback.ended', 'id': '5539393e-7ad6-4240-ab5d-058bfab96588', 'occurred_at': '2025-12-30T06:32:58.184107Z', 'payload': {'call_control_id': 'v3:oLcFcMqRyuLPQSMRotJdh23YvIadFk7AZDhFLrbkYNB0bzCalxskvA', 'call_leg_id': '5c98a9a4-e549-11f0-af4f-02420aef951f', 'call_session_id': '5c95d580-e549-11f0-9be0-02420aef951f', 'client_state': None, 'connection_id': '2777245537294877821', 'media_name': None, 'media_url': 'api.li-ai.org/api/tts-audio/tts_4837cb141ab1223ca76c9b05a8448cb6.mp3', 'overlay': False, 'playback_id': 'O8mi8mSWBg', 'status': 'completed', 'status_detail': ''}, 'record_type': 'event'}, 'meta': {'attempt': 1, 'delivered_to': 'https://api.li-ai.org/api/telnyx/webhook'}}
2025-12-30T06:32:58.570265490Z [err]  2025-12-30 06:32:58,561 - server - INFO - 🎯 Event type: call.playback.ended, Call ID: v3:oLcFcMqRyuLPQSMRotJdh23YvIadFk7AZDhFLrbkYNB0bzCalxskvA
2025-12-30T06:32:58.570270489Z [err]  2025-12-30 06:32:58,561 - server - INFO - 📨 ================================================
2025-12-30T06:32:58.575401412Z [err]  2025-12-30 06:32:58,572 - redis_service - INFO - ➖ Removed playback O8mi8mSWBg, 0 remaining for call v3:oLcFcMqRyuLPQSMRotJdh23YvIadFk7AZDhFLrbkYNB0bzCalxskvA
2025-12-30T06:32:58.575409046Z [err]  2025-12-30 06:32:58,572 - server - INFO - 🔊 Redis: Removed playback O8mi8mSWBg, 0 remaining
2025-12-30T06:32:58.575414492Z [err]  2025-12-30 06:32:58,572 - server - INFO - 🔊 ALL PLAYBACKS FINISHED (via Redis) - attempting to start silence timer
2025-12-30T06:32:58.575419980Z [err]  2025-12-30 06:32:58,572 - server - INFO - ⏱️ CLEARED playback_expected_end_time - agent is definitely done speaking
2025-12-30T06:32:58.581890679Z [err]  2025-12-30 06:32:58,577 - server - INFO - ✅ Set 'agent_done_speaking' flag in Redis for worker with session to detect
2025-12-30T06:32:58.581899342Z [err]  2025-12-30 06:32:58,577 - server - INFO - ✅ Found session locally: agent_speaking=False, user_speaking=False
2025-12-30T06:32:58.581905892Z [err]  2025-12-30 06:32:58,577 - core_calling_service - INFO - ⏱️ SILENCE TIMER STARTED at 1767076378.5779648 for call v3:oLcFcMqRyuLPQSMRotJdh23YvIadFk7AZDhFLrbkYNB0bzCalxskvA
2025-12-30T06:32:58.581912180Z [err]  2025-12-30 06:32:58,577 - server - INFO - ⏱️ Silence timer STARTED (local, agent wasn't marked as speaking)
2025-12-30T06:32:58.581918056Z [inf]  100.64.0.9:56938 - "POST /api/telnyx/webhook HTTP/1.1" 200
2025-12-30T06:32:58.870687302Z [err]  2025-12-30 06:32:58,857 - persistent_tts_service - WARNING - ⚠️  No persistent TTS session found for call v3:oLcFcMqRyuLPQSMRo... (active sessions: ['v3:grbDJkmu7q7-nCqb7kJayHpiU6izB-AHqYkaaMD29PhGbUfYnw0m1g'])
2025-12-30T06:32:59.082263699Z [err]  2025-12-30 06:32:58,979 - server - INFO - 🔤 RAW TOKENS: ["H"?]
2025-12-30T06:32:59.082274783Z [err]  2025-12-30 06:32:58,979 - core_calling_service - INFO - ⏱️ SILENCE TIMER RESET (user started speaking) for call v3:oLcFcMqRyuLPQSMRotJdh23YvIadFk7AZDhFLrbkYNB0bzCalxskvA
2025-12-30T06:32:59.082286080Z [err]  2025-12-30 06:32:58,979 - core_calling_service - INFO - 🔊 Silence timer reset for call v3:oLcFcMqRyuLPQSMRotJdh23YvIadFk7AZDhFLrbkYNB0bzCalxskvA (user started speaking)
2025-12-30T06:32:59.082294365Z [err]  2025-12-30 06:32:58,979 - core_calling_service - INFO - 👤 User started speaking for call v3:oLcFcMqRyuLPQSMRotJdh23YvIadFk7AZDhFLrbkYNB0bzCalxskvA
2025-12-30T06:32:59.082308267Z [err]  2025-12-30 06:32:58,979 - server - WARNING - Failed to update user_has_spoken in Redis: cannot access local variable 'redis_svc' where it is not associated with a value
2025-12-30T06:32:59.082316662Z [err]  2025-12-30 06:32:58,979 - server - INFO - 🔍 PARTIAL TRANSCRIPT: 'H' | Generating: False
2025-12-30T06:32:59.124680193Z [err]  2025-12-30 06:32:59,119 - server - INFO - 🔤 RAW TOKENS: ["Hell"✓, "o."✓, "<end>"✓]
2025-12-30T06:32:59.124689748Z [err]  2025-12-30 06:32:59,119 - server - INFO - 🎯 Endpoint detected: <end> token received
2025-12-30T06:32:59.124695827Z [err]  2025-12-30 06:32:59,120 - server - INFO - 📥 FINAL TOKENS: 'Hell o.' (2 tokens)
2025-12-30T06:32:59.124700532Z [err]  2025-12-30 06:32:59,120 - server - INFO - 🎤 Soniox final transcript: 'Hell o.'
2025-12-30T06:32:59.124705313Z [err]  2025-12-30 06:32:59,120 - persistent_tts_service - WARNING - ⚠️  No persistent TTS session found for call v3:oLcFcMqRyuLPQSMRo... (active sessions: ['v3:grbDJkmu7q7-nCqb7kJayHpiU6izB-AHqYkaaMD29PhGbUfYnw0m1g'])
2025-12-30T06:32:59.124709884Z [err]  2025-12-30 06:32:59,120 - server - INFO - 🔍 FILTER CHECK: words=2, is_filler=False, is_garbled=False, tts_speaking=False, time_until_done=0.0s, generating=False, playbacks=0, is_active=False
2025-12-30T06:32:59.124714023Z [err]  2025-12-30 06:32:59,120 - persistent_tts_service - WARNING - ⚠️  No persistent TTS session found for call v3:oLcFcMqRyuLPQSMRo... (active sessions: ['v3:grbDJkmu7q7-nCqb7kJayHpiU6izB-AHqYkaaMD29PhGbUfYnw0m1g'])
2025-12-30T06:32:59.124718567Z [err]  2025-12-30 06:32:59,120 - server - INFO - 🚀 Spawned tracked background task for endpoint processing
2025-12-30T06:32:59.124722392Z [err]  2025-12-30 06:32:59,120 - server - INFO - ⏱️ [06:32:59.120] 📝 FINAL TRANSCRIPT RECEIVED: 'Hell o.'
2025-12-30T06:32:59.124726832Z [err]  2025-12-30 06:32:59,120 - server - INFO - ⏱️ [06:32:59.120] STT endpoint detection latency: 1ms
2025-12-30T06:32:59.124730776Z [err]  2025-12-30 06:32:59,120 - server - INFO - ⏱️ [06:32:59.120] 🎤 USER STOPPED SPEAKING - Beginning processing pipeline
2025-12-30T06:32:59.124734756Z [err]  2025-12-30 06:32:59,120 - server - INFO - ⏱️ User spoke at 1767076379.120581
2025-12-30T06:32:59.129651855Z [err]  2025-12-30 06:32:59,126 - redis_service - INFO - 📦 Stored call data in Redis: v3:oLcFcMqRyuLPQSMRotJdh23YvIadFk7AZDhFLrbkYNB0bzCalxskvA (TTL: 3600s)
2025-12-30T06:32:59.129656011Z [err]  2025-12-30 06:32:59,126 - server - INFO - 👤 User has spoken - aiSpeaksAfterSilence timer cancelled if pending
2025-12-30T06:32:59.129661486Z [err]  2025-12-30 06:32:59,126 - persistent_tts_service - WARNING - ⚠️  No persistent TTS session found for call v3:oLcFcMqRyuLPQSMRo... (active sessions: ['v3:grbDJkmu7q7-nCqb7kJayHpiU6izB-AHqYkaaMD29PhGbUfYnw0m1g'])
2025-12-30T06:32:59.129665593Z [err]  2025-12-30 06:32:59,126 - server - INFO - ✅ Agent SILENT - User said 2 word(s): 'Hell o.' - Processing...
2025-12-30T06:32:59.140594516Z [err]  2025-12-30 06:32:59,136 - server - INFO - 🎤 Endpoint detected by Soniox - processing transcript: Hell o.
2025-12-30T06:32:59.140602813Z [err]  2025-12-30 06:32:59,137 - core_calling_service - INFO - 👤 User stopped speaking for call v3:oLcFcMqRyuLPQSMRotJdh23YvIadFk7AZDhFLrbkYNB0bzCalxskvA
2025-12-30T06:32:59.140609418Z [err]  2025-12-30 06:32:59,137 - server - INFO - ⏱️ [TIMING] STT_START: User last audio packet received
2025-12-30T06:32:59.140615630Z [err]  2025-12-30 06:32:59,137 - server - INFO - ⏱️ [TIMING] STT_END: Endpoint detected at T+18ms
2025-12-30T06:32:59.140622206Z [err]  2025-12-30 06:32:59,137 - server - INFO - ⏱️ [TIMING] STT_LATENCY: 18ms (Soniox model: stt-rt-v3)
2025-12-30T06:32:59.140628298Z [err]  2025-12-30 06:32:59,137 - server - INFO - ⏱️  USER STOPPED SPEAKING at T=0ms
2025-12-30T06:32:59.140634125Z [err]  2025-12-30 06:32:59,137 - server - INFO - 🎙️ Agent generating response - interruption detection active
2025-12-30T06:32:59.140639745Z [err]  2025-12-30 06:32:59,137 - core_calling_service - INFO - 🤖 Agent started speaking for call v3:oLcFcMqRyuLPQSMRotJdh23YvIadFk7AZDhFLrbkYNB0bzCalxskvA
2025-12-30T06:32:59.239055041Z [err]  2025-12-30 06:32:59,231 - server - INFO - 📝 Saved user transcript to database
2025-12-30T06:32:59.239059186Z [err]  2025-12-30 06:32:59,231 - persistent_tts_service - WARNING - ⚠️  No persistent TTS session found for call v3:oLcFcMqRyuLPQSMRo... (active sessions: ['v3:grbDJkmu7q7-nCqb7kJayHpiU6izB-AHqYkaaMD29PhGbUfYnw0m1g'])
2025-12-30T06:32:59.239064082Z [err]  2025-12-30 06:32:59,231 - core_calling_service - INFO - ⏱️ [06:32:59.231] 📥 process_user_input() ENTRY - text: 'Hell o....'
2025-12-30T06:32:59.239067929Z [err]  2025-12-30 06:32:59,237 - redis_service - INFO - 📥 Retrieved call data from Redis: v3:oLcFcMqRyuLPQSMRotJdh23YvIadFk7AZDhFLrbkYNB0bzCalxskvA
2025-12-30T06:32:59.239071925Z [err]  2025-12-30 06:32:59,237 - core_calling_service - WARNING - 🚨 BARGE-IN DETECTED for call v3:oLcFcMqRyuLPQSMRotJdh23YvIadFk7AZDhFLrbkYNB0bzCalxskvA: User spoke while Silence Greeting was triggering
2025-12-30T06:32:59.262301507Z [err]  2025-12-30 06:32:59,260 - telnyx_service - INFO - Telnyx service initialized with connection: 2777245537294877821
2025-12-30T06:32:59.262310498Z [err]  2025-12-30 06:32:59,260 - telnyx_service - INFO - 🛑 Stopping audio playback on call: v3:oLcFcMqRyuLPQSMRotJdh23YvIadFk7AZDhFLrbkYNB0bzCalxskvA
2025-12-30T06:32:59.366560494Z [err]  2025-12-30 06:32:59,363 - dead_air_monitor - INFO - 🚩 Detected 'agent_done_speaking' flag from webhook - marking agent as done
2025-12-30T06:32:59.366566381Z [err]  2025-12-30 06:32:59,363 - core_calling_service - INFO - ⏱️ SILENCE TIMER STARTED at 1767076379.363874 for call v3:oLcFcMqRyuLPQSMRotJdh23YvIadFk7AZDhFLrbkYNB0bzCalxskvA
2025-12-30T06:32:59.366570793Z [err]  2025-12-30 06:32:59,363 - core_calling_service - INFO - 🤖 Agent stopped speaking for call v3:oLcFcMqRyuLPQSMRotJdh23YvIadFk7AZDhFLrbkYNB0bzCalxskvA
