2026-01-06T22:03:19.072044296Z [inf]  🔍 Python path: /app/backend
2026-01-06T22:08:17.380476333Z [err]  2026-01-06 22:08:17,301 - server - INFO - ⏱️ Agent done speaking, silence timer STARTED (local)
2026-01-06T22:08:17.380480367Z [inf]  100.64.0.9:60046 - "POST /api/telnyx/webhook HTTP/1.1" 200
2026-01-06T22:08:18.647604302Z [err]  2026-01-06 22:08:18,639 - server - INFO - 🔤 RAW TOKENS: [" W"?]
2026-01-06T22:08:18.647613927Z [err]  2026-01-06 22:08:18,640 - core_calling_service - INFO - ⏱️ SILENCE TIMER RESET (user started speaking) for call v3:0mpAKWEEq4RmnEiwFfVQSbYMsRaUqyv3i-LSQztMSbcpwbO-LND36Q
2026-01-06T22:08:18.647618782Z [err]  2026-01-06 22:08:18,640 - core_calling_service - INFO - 🔊 Silence timer reset for call v3:0mpAKWEEq4RmnEiwFfVQSbYMsRaUqyv3i-LSQztMSbcpwbO-LND36Q (user started speaking)
2026-01-06T22:08:18.647623636Z [err]  2026-01-06 22:08:18,640 - core_calling_service - INFO - 👤 User started speaking for call v3:0mpAKWEEq4RmnEiwFfVQSbYMsRaUqyv3i-LSQztMSbcpwbO-LND36Q
2026-01-06T22:08:18.647628966Z [err]  2026-01-06 22:08:18,640 - server - WARNING - Failed to update user_has_spoken in Redis: cannot access local variable 'redis_svc' where it is not associated with a value
2026-01-06T22:08:18.647633255Z [err]  2026-01-06 22:08:18,640 - server - INFO - 🔍 PARTIAL TRANSCRIPT: 'W' | Generating: False
2026-01-06T22:08:18.770835619Z [err]  2026-01-06 22:08:18,770 - server - INFO - 🔤 RAW TOKENS: [" W"?, "ell,"?]
2026-01-06T22:08:18.772651838Z [err]  2026-01-06 22:08:18,770 - server - INFO - 🔍 PARTIAL TRANSCRIPT: 'Well,' | Generating: False
2026-01-06T22:08:18.906737598Z [err]  2026-01-06 22:08:18,905 - server - INFO - 🔤 RAW TOKENS: [" W"?, "ell,"?, " I"?]
2026-01-06T22:08:18.906742407Z [err]  2026-01-06 22:08:18,905 - server - INFO - 🔍 PARTIAL TRANSCRIPT: 'Well, I' | Generating: False
2026-01-06T22:08:19.404799562Z [err]  2026-01-06 22:08:19,027 - server - INFO - 🔤 RAW TOKENS: [" W"?, "ell,"?, " I"?, " me"?]
2026-01-06T22:08:19.404807812Z [err]  2026-01-06 22:08:19,027 - server - INFO - 🔍 PARTIAL TRANSCRIPT: 'Well, I me' | Generating: False
2026-01-06T22:08:19.404813324Z [err]  2026-01-06 22:08:19,173 - server - INFO - 🔤 RAW TOKENS: [" W"?, "ell,"?, " I"?, " me"?, "an,"?]
2026-01-06T22:08:19.404818816Z [err]  2026-01-06 22:08:19,173 - server - INFO - 🔍 PARTIAL TRANSCRIPT: 'Well, I me an,' | Generating: False
2026-01-06T22:08:19.404823669Z [err]  2026-01-06 22:08:19,283 - server - INFO - 🔤 RAW TOKENS: [" W"?, "ell,"?, " I"?, " me"?, "an,"?, " it"?]
2026-01-06T22:08:19.404832784Z [err]  2026-01-06 22:08:19,284 - server - INFO - 🔍 PARTIAL TRANSCRIPT: 'Well, I me an, it' | Generating: False
2026-01-06T22:08:19.495656061Z [err]  2026-01-06 22:08:19,492 - server - INFO - 🎤 Soniox receiver alive - 19 messages received in last 10s
2026-01-06T22:08:19.495662251Z [err]  2026-01-06 22:08:19,493 - server - INFO - 🔤 RAW TOKENS: [" W"?, "ell,"?, " I"?, " me"?, "an,"?, " it"?, " dep"?]
2026-01-06T22:08:19.495668393Z [err]  2026-01-06 22:08:19,493 - server - INFO - 🔍 PARTIAL TRANSCRIPT: 'Well, I me an, it dep' | Generating: False
2026-01-06T22:08:19.620522146Z [err]  2026-01-06 22:08:19,619 - server - INFO - 🔤 RAW TOKENS: [" W"?, "ell,"?, " I"?, " me"?, "an,"?, " it"?, " dep"?, "end"?]
2026-01-06T22:08:19.620529570Z [err]  2026-01-06 22:08:19,619 - server - INFO - 🔍 PARTIAL TRANSCRIPT: 'Well, I me an, it dep end' | Generating: False
2026-01-06T22:08:19.872646171Z [err]  2026-01-06 22:08:19,870 - server - INFO - 🔤 RAW TOKENS: [" W"?, "ell,"?, " I"?, " me"?, "an,"?, " it"?, " dep"?, "end"?, "s."?, " I"?]
2026-01-06T22:08:19.872652894Z [err]  2026-01-06 22:08:19,870 - server - INFO - 🔍 PARTIAL TRANSCRIPT: 'Well, I me an, it dep end s.I' | Generating: False
2026-01-06T22:08:19.992960429Z [err]  2026-01-06 22:08:19,987 - server - INFO - 🔤 RAW TOKENS: [" W"?, "ell,"?, " I"?, " me"?, "an,"?, " it"?, " dep"?, "end"?, "s."?, " I"?, " don"?]
2026-01-06T22:08:19.992965048Z [err]  2026-01-06 22:08:19,987 - server - INFO - 🔍 PARTIAL TRANSCRIPT: 'Well, I me an, it dep end s.I don' | Generating: False
2026-01-06T22:08:20.362936955Z [err]  2026-01-06 22:08:20,135 - server - INFO - 🔍 PARTIAL TRANSCRIPT: 'Well, I me an, it dep end s.I don'tre' | Generating: False
2026-01-06T22:08:20.362943274Z [err]  2026-01-06 22:08:20,270 - server - INFO - 🔤 RAW TOKENS: [" W"?, "ell,"?, " I"?, " me"?, "an,"?, " it"?, " dep"?, "end"?, "s."?, " I"?, " don"?, "'t"?, " re"?, "ally"?]
2026-01-06T22:08:20.362948914Z [err]  2026-01-06 22:08:20,270 - server - INFO - 🔍 PARTIAL TRANSCRIPT: 'Well, I me an, it dep end s.I don'tre ally' | Generating: False
2026-01-06T22:08:20.362956135Z [err]  2026-01-06 22:08:20,337 - dead_air_monitor - INFO - 🔇 MONITOR: Skipping silence check - response generation still in progress
2026-01-06T22:08:20.362994929Z [err]  2026-01-06 22:08:20,134 - server - INFO - 🔤 RAW TOKENS: [" W"?, "ell,"?, " I"?, " me"?, "an,"?, " it"?, " dep"?, "end"?, "s."?, " I"?, " don"?, "'t"?, " re"?]
2026-01-06T22:08:20.402263541Z [err]  2026-01-06 22:08:20,396 - server - INFO - 🔤 RAW TOKENS: [" W"?, "ell,"?, " I"?, " me"?, "an,"?, " it"?, " dep"?, "end"?, "s."?, " I"?, " don"?, "'t"?, " re"?, "ally"?, " kn"?]
2026-01-06T22:08:20.402270659Z [err]  2026-01-06 22:08:20,397 - server - INFO - 🔍 PARTIAL TRANSCRIPT: 'Well, I me an, it dep end s.I don'tre ally kn' | Generating: False
2026-01-06T22:08:20.452439543Z [err]  2026-01-06 22:08:20,446 - server - INFO - 🔤 RAW TOKENS: [" W"?, "ell,"?, " I"?, " me"?, "an,"?, " it"?, " dep"?, "end"?, "s."?, " I"?, " don"?, "'t"?, " re"?, "ally"?, " kn"?, "ow"?]
2026-01-06T22:08:20.452444048Z [err]  2026-01-06 22:08:20,446 - server - INFO - 🔍 PARTIAL TRANSCRIPT: 'Well, I me an, it dep end s.I don'tre ally know' | Generating: False
2026-01-06T22:08:20.826579046Z [err]  2026-01-06 22:08:20,825 - server - INFO - 🔤 RAW TOKENS: [" W"?, "ell,"?, " I"?, " me"?, "an,"?, " it"?, " dep"?, "end"?, "s."?, " I"?, " don"?, "'t"?, " re"?, "ally"?, " kn"?, "ow"?, " the"?]
2026-01-06T22:08:20.827578589Z [err]  2026-01-06 22:08:20,825 - server - INFO - 🔍 PARTIAL TRANSCRIPT: 'Well, I me an, it dep end s.I don'tre ally know the' | Generating: False
2026-01-06T22:08:20.827585562Z [err]  2026-01-06 22:08:20,825 - server - INFO - 🚦 VERBOSE USER DETECTED: 12 words (Threshold: 10)
2026-01-06T22:08:20.827589918Z [err]  2026-01-06 22:08:20,825 - core_calling_service - INFO - 🚦 WORD COUNT THRESHOLD HIT: 12 words >= 10 threshold
2026-01-06T22:08:20.839451410Z [err]  2026-01-06 22:08:20,833 - core_calling_service - INFO - 🧠 DISCERNMENT CHECK: Evaluating 12 words against goal: To skillfully de-frame the user's initial objectio...
2026-01-06T22:08:20.839457701Z [err]  2026-01-06 22:08:20,837 - dead_air_monitor - INFO - 🔇 MONITOR: Skipping silence check - response generation still in progress
2026-01-06T22:08:20.985498390Z [err]  2026-01-06 22:08:20,982 - server - INFO - 🔤 RAW TOKENS: [" W"?, "ell,"?, " I"?, " me"?, "an,"?, " it"?, " dep"?, "end"?, "s."?, " I"?, " don"?, "'t"?, " re"?, "ally"?, " kn"?, "ow"?, " the"?, " business"?]
2026-01-06T22:08:20.985502243Z [err]  2026-01-06 22:08:20,982 - server - INFO - 🔍 PARTIAL TRANSCRIPT: 'Well, I me an, it dep end s.I don'tre ally know the business' | Generating: False
2026-01-06T22:08:21.360011628Z [err]  2026-01-06 22:08:21,300 - core_calling_service - INFO - 🟢 DISCERNMENT: ON_TRACK - Extending threshold to 20 words
2026-01-06T22:08:21.360083452Z [err]  2026-01-06 22:08:21,298 - httpx - INFO - HTTP Request: POST https://api.x.ai/v1/chat/completions "HTTP/1.1 200 OK"
2026-01-06T22:08:21.406415169Z [err]  2026-01-06 22:08:21,402 - server - INFO - 🔤 RAW TOKENS: [" W"?, "ell,"?, " I"?, " me"?, "an,"?, " it"?, " dep"?, "end"?, "s."?, " I"?, " don"?, "'t"?, " re"?, "ally"?, " kn"?, "ow"?, " the"?, " business"?, " model"?]
2026-01-06T22:08:21.406421455Z [err]  2026-01-06 22:08:21,403 - server - INFO - 🔍 PARTIAL TRANSCRIPT: 'Well, I me an, it dep end s.I don'tre ally know the business model' | Generating: False
2026-01-06T22:08:21.785147481Z [err]  2026-01-06 22:08:21,783 - server - INFO - 🔤 RAW TOKENS: [" W"?, "ell,"?, " I"?, " me"?, "an,"?, " it"?, " dep"?, "end"?, "s."?, " I"?, " don"?, "'t"?, " re"?, "ally"?, " kn"?, "ow"?, " the"?, " business"?, " model"?, " is."?]
2026-01-06T22:08:21.785151704Z [err]  2026-01-06 22:08:21,783 - server - INFO - 🔍 PARTIAL TRANSCRIPT: 'Well, I me an, it dep end s.I don'tre ally know the business model is.' | Generating: False
2026-01-06T22:08:21.911047386Z [err]  2026-01-06 22:08:21,905 - server - INFO - 🔤 RAW TOKENS: [" W"?, "ell,"?, " I"?, " me"?, "an,"?, " it"?, " dep"?, "end"?, "s."?, " I"?, " don"?, "'t"?, " re"?, "ally"?, " kn"?, "ow"?, " the"?, " business"?, " model"?, " is."?, " I"?]
2026-01-06T22:08:21.911057992Z [err]  2026-01-06 22:08:21,906 - server - INFO - 🔍 PARTIAL TRANSCRIPT: 'Well, I me an, it dep end s.I don'tre ally know the business model is. I' | Generating: False
2026-01-06T22:08:21.962130652Z [err]  2026-01-06 22:08:21,957 - server - INFO - 📤 Audio flowing: 3841 packets sent to Soniox (5s update)
2026-01-06T22:08:22.387271400Z [err]  2026-01-06 22:08:22,378 - server - INFO - 🔤 RAW TOKENS: [" W"?, "ell,"?, " I"?, " me"?, "an,"?, " it"?, " dep"?, "end"?, "s."?, " I"?, " don"?, "'t"?, " re"?, "ally"?, " kn"?, "ow"?, " the"?, " business"?, " model"?, " is."?, " I"?, " ne"?, "ed"?, " a"?]
2026-01-06T22:08:22.387282855Z [err]  2026-01-06 22:08:22,379 - server - INFO - 🔍 PARTIAL TRANSCRIPT: 'Well, I me an, it dep end s.I don'tre ally know the business model is. I ne ed a' | Generating: False
2026-01-06T22:08:22.387289422Z [err]  2026-01-06 22:08:22,057 - server - INFO - 🔤 RAW TOKENS: [" W"?, "ell,"?, " I"?, " me"?, "an,"?, " it"?, " dep"?, "end"?, "s."?, " I"?, " don"?, "'t"?, " re"?, "ally"?, " kn"?, "ow"?, " the"?, " business"?, " model"?, " is."?, " I"?, " ne"?]
2026-01-06T22:08:22.387295236Z [err]  2026-01-06 22:08:22,058 - server - INFO - 🔍 PARTIAL TRANSCRIPT: 'Well, I me an, it dep end s.I don'tre ally know the business model is. I ne' | Generating: False
2026-01-06T22:08:22.387300946Z [err]  2026-01-06 22:08:22,168 - server - INFO - 🔤 RAW TOKENS: [" W"?, "ell,"?, " I"?, " me"?, "an,"?, " it"?, " dep"?, "end"?, "s."?, " I"?, " don"?, "'t"?, " re"?, "ally"?, " kn"?, "ow"?, " the"?, " business"?, " model"?, " is."?, " I"?, " ne"?, "ed"?]
2026-01-06T22:08:22.387306089Z [err]  2026-01-06 22:08:22,169 - server - INFO - 🔍 PARTIAL TRANSCRIPT: 'Well, I me an, it dep end s.I don'tre ally know the business model is. I ne ed' | Generating: False
2026-01-06T22:08:22.487654622Z [err]  2026-01-06 22:08:22,486 - server - INFO - 🔤 RAW TOKENS: [" W"?, "ell,"?, " I"?, " me"?, "an,"?, " it"?, " dep"?, "end"?, "s."?, " I"?, " don"?, "'t"?, " re"?, "ally"?, " kn"?, "ow"?, " the"?, " business"?, " model"?, " is."?, " I"?, " ne"?, "ed"?, " a"?, " l"?]
2026-01-06T22:08:22.488946479Z [err]  2026-01-06 22:08:22,487 - server - INFO - 🔍 PARTIAL TRANSCRIPT: 'Well, I me an, it dep end s.I don'tre ally know the business model is. I ne ed a l' | Generating: False
2026-01-06T22:08:22.631102478Z [err]  2026-01-06 22:08:22,630 - server - INFO - 🔤 RAW TOKENS: [" W"?, "ell,"?, " I"?, " me"?, "an,"?, " it"?, " dep"?, "end"?, "s."?, " I"?, " don"?, "'t"?, " re"?, "ally"?, " kn"?, "ow"?, " the"?, " business"?, " model"?, " is."?, " I"?, " ne"?, "ed"?, " a"?, " l"?, "ittle"?]
2026-01-06T22:08:22.631108504Z [err]  2026-01-06 22:08:22,630 - server - INFO - 🔍 PARTIAL TRANSCRIPT: 'Well, I me an, it dep end s.I don'tre ally know the business model is. I ne ed a little' | Generating: False
2026-01-06T22:08:22.745657399Z [err]  2026-01-06 22:08:22,743 - server - INFO - 🔤 RAW TOKENS: [" W"?, "ell,"?, " I"?, " me"?, "an,"?, " it"?, " dep"?, "end"?, "s."?, " I"?, " don"?, "'t"?, " re"?, "ally"?, " kn"?, "ow"?, " the"?, " business"?, " model"?, " is."?, " I"?, " ne"?, "ed"?, " a"?, " l"?, "ittle"?, " bit"?]
2026-01-06T22:08:22.745663099Z [err]  2026-01-06 22:08:22,744 - server - INFO - 🔍 PARTIAL TRANSCRIPT: 'Well, I me an, it dep end s.I don'tre ally know the business model is. I ne ed a little bit' | Generating: False
2026-01-06T22:08:23.012431248Z [err]  2026-01-06 22:08:23,011 - server - INFO - 🔤 RAW TOKENS: [" W"?, "ell,"?, " I"?, " me"?, "an,"?, " it"?, " dep"?, "end"?, "s."?, " I"?, " don"?, "'t"?, " re"?, "ally"?, " kn"?, "ow"?, " the"?, " business"?, " model"?, " is."?, " I"?, " ne"?, "ed"?, " a"?, " l"?, "ittle"?, " bit"?, " more"?]
2026-01-06T22:08:23.012435977Z [err]  2026-01-06 22:08:23,011 - server - INFO - 🔍 PARTIAL TRANSCRIPT: 'Well, I me an, it dep end s.I don'tre ally know the business model is. I ne ed a little bit more' | Generating: False
2026-01-06T22:08:23.367806429Z [err]  2026-01-06 22:08:23,268 - server - INFO - 🔤 RAW TOKENS: [" W"?, "ell,"?, " I"?, " me"?, "an,"?, " it"?, " dep"?, "end"?, "s."?, " I"?, " don"?, "'t"?, " re"?, "ally"?, " kn"?, "ow"?, " the"?, " business"?, " model"?, " is."?, " I"?, " ne"?, "ed"?, " a"?, " l"?, "ittle"?, " bit"?, " more"?, " inform"?]
2026-01-06T22:08:23.367814227Z [err]  2026-01-06 22:08:23,269 - server - INFO - 🔍 PARTIAL TRANSCRIPT: 'Well, I me an, it dep end s.I don'tre ally know the business model is. I ne ed a little bit more inform' | Generating: False
2026-01-06T22:08:23.726566050Z [err]  2026-01-06 22:08:23,721 - server - INFO - 🔤 RAW TOKENS: [" W"?, "ell,"?, " I"?, " me"?, "an,"?, " it"?, " dep"?, "end"?, "s."?, " I"?, " don"?, "'t"?, " re"?, "ally"?, " kn"?, "ow"?, " the"?, " business"?, " model"?, " is."?, " I"?, " ne"?, "ed"?, " a"?, " l"?, "ittle"?, " bit"?, " more"?, " inform"?, "ation"?]
2026-01-06T22:08:23.726573255Z [err]  2026-01-06 22:08:23,722 - server - INFO - 🔍 PARTIAL TRANSCRIPT: 'Well, I me an, it dep end s.I don'tre ally know the business model is. I ne ed a little bit more inform ation' | Generating: False
2026-01-06T22:08:23.965307581Z [err]  2026-01-06 22:08:23,964 - server - INFO - 🔤 RAW TOKENS: [" W"?, "ell,"?, " I"?, " me"?, "an,"?, " it"?, " dep"?, "end"?, "s."?, " I"?, " don"?, "'t"?, " re"?, "ally"?, " kn"?, "ow"?, " the"?, " business"?, " model"?, " is."?, " I"?, " ne"?, "ed"?, " a"?, " l"?, "ittle"?, " bit"?, " more"?, " inform"?, "ation"?, " as"?]
2026-01-06T22:08:23.965320104Z [err]  2026-01-06 22:08:23,964 - server - INFO - 🔍 PARTIAL TRANSCRIPT: 'Well, I me an, it dep end s.I don'tre ally know the business model is. I ne ed a little bit more inform ation as' | Generating: False
2026-01-06T22:08:24.399333945Z [err]  2026-01-06 22:08:24,087 - server - INFO - 🔍 FILTER CHECK: words=9, is_filler=False, is_garbled=False, tts_speaking=False, time_until_done=0.0s, generating=False, playbacks=0, is_active=False
2026-01-06T22:08:24.399341714Z [err]  2026-01-06 22:08:24,087 - server - INFO - 🔍 PARTIAL TRANSCRIPT: ''tre ally know the business model is. I ne ed a little bit more inform ation as far' | Generating: False
2026-01-06T22:08:24.399347723Z [err]  2026-01-06 22:08:24,087 - server - INFO - ⏱️ [22:08:24.087] 📝 FINAL TRANSCRIPT RECEIVED: 'Well, I me an, it dep end s.I don'
2026-01-06T22:08:24.399356228Z [err]  2026-01-06 22:08:24,087 - server - INFO - ⏱️ User spoke at 1767737304.087399
2026-01-06T22:08:24.399357490Z [err]  2026-01-06 22:08:24,086 - server - INFO - 🔤 RAW TOKENS: [" W"✓, "ell,"✓, " I"✓, " me"✓, "an,"✓, " it"✓, " dep"✓, "end"✓, "s."✓, " I"✓, " don"✓, "'t"?, " re"?, "ally"?, " kn"?, "ow"?, " the"?, " business"?, " model"?, " is."?, " I"?, " ne"?, "ed"?, " a"?, " l"?, "ittle"?, " bit"?, " more"?, " inform"?, "ation"?, " as"?, " far"?]
2026-01-06T22:08:24.399357563Z [err]  2026-01-06 22:08:24,087 - server - INFO - ⏱️ [22:08:24.087] STT endpoint detection latency: 10ms
2026-01-06T22:08:24.399367825Z [err]  2026-01-06 22:08:24,087 - server - INFO - ⏱️ [22:08:24.087] 🎤 USER STOPPED SPEAKING - Beginning processing pipeline
2026-01-06T22:08:24.399368676Z [err]  2026-01-06 22:08:24,088 - redis_service - INFO - 📦 Stored call data in Redis: v3:0mpAKWEEq4RmnEiwFfVQSbYMsRaUqyv3i-LSQztMSbcpwbO-LND36Q (TTL: 3600s)
2026-01-06T22:08:24.399368985Z [err]  2026-01-06 22:08:24,087 - server - INFO - 🧹 Cleaned transcript: ' W ell,  I  me an,  it  dep end s.  I  don' -> 'Well, I me an, it dep end s.I don'
2026-01-06T22:08:24.399378744Z [err]  2026-01-06 22:08:24,087 - server - INFO - 📥 FINAL TOKENS: 'Well, I me an, it dep end s.I don' (11 tokens)
2026-01-06T22:08:24.399385545Z [err]  2026-01-06 22:08:24,087 - server - INFO - 🎤 Soniox final transcript: 'Well, I me an, it dep end s.I don'
2026-01-06T22:08:24.401570586Z [err]  2026-01-06 22:08:24,088 - server - INFO - 👤 User has spoken - aiSpeaksAfterSilence timer cancelled if pending
2026-01-06T22:08:24.401574414Z [err]  2026-01-06 22:08:24,088 - server - INFO - ✅ Agent SILENT - User said 9 word(s): 'Well, I me an, it dep end s.I don' - Processing...
2026-01-06T22:08:24.401578347Z [err]  2026-01-06 22:08:24,228 - server - INFO - 🔤 RAW TOKENS: ["'t"?, " re"?, "ally"?, " kn"?, "ow"?, " the"?, " business"?, " model"?, " is."?, " I"?, " ne"?, "ed"?, " a"?, " l"?, "ittle"?, " bit"?, " more"?, " inform"?, "ation"?, " as"?, " far"?, " as"?]
2026-01-06T22:08:24.401582665Z [err]  2026-01-06 22:08:24,228 - server - INFO - 🔍 PARTIAL TRANSCRIPT: ''tre ally know the business model is. I ne ed a little bit more inform ation as far as' | Generating: False
2026-01-06T22:08:24.420612027Z [err]  2026-01-06 22:08:24,417 - server - INFO - 🔤 RAW TOKENS: ["'t"?, " re"?, "ally"?, " kn"?, "ow"?, " the"?, " business"?, " model"?, " is."?, " I"?, " ne"?, "ed"?, " a"?, " l"?, "ittle"?, " bit"?, " more"?, " inform"?, "ation"?, " as"?, " far"?, " as"?, ","?]
2026-01-06T22:08:24.420617759Z [err]  2026-01-06 22:08:24,417 - server - INFO - 🔍 PARTIAL TRANSCRIPT: ''tre ally know the business model is. I ne ed a little bit more inform ation as far as,' | Generating: False
2026-01-06T22:08:24.573045220Z [err]  2026-01-06 22:08:24,571 - server - INFO - 🔤 RAW TOKENS: ["'t"?, " re"?, "ally"?, " kn"?, "ow"?, " the"?, " business"?, " model"?, " is."?, " I"?, " ne"?, "ed"?, " a"?, " l"?, "ittle"?, " bit"?, " more"?, " inform"?, "ation"?, " as"?, " far"?, " as"?, ","?, " lik"?]
2026-01-06T22:08:24.573053084Z [err]  2026-01-06 22:08:24,572 - server - INFO - 🔍 PARTIAL TRANSCRIPT: ''tre ally know the business model is. I ne ed a little bit more inform ation as far as, lik' | Generating: False
2026-01-06T22:08:24.682685583Z [err]  2026-01-06 22:08:24,676 - server - INFO - 🔤 RAW TOKENS: ["'t"?, " re"?, "ally"?, " kn"?, "ow"?, " the"?, " business"?, " model"?, " is."?, " I"?, " ne"?, "ed"?, " a"?, " l"?, "ittle"?, " bit"?, " more"?, " inform"?, "ation"?, " as"?, " far"?, " as"?, ","?, " lik"?, "e,"?]
2026-01-06T22:08:24.682691010Z [err]  2026-01-06 22:08:24,676 - server - INFO - 🔍 PARTIAL TRANSCRIPT: ''tre ally know the business model is. I ne ed a little bit more inform ation as far as, like,' | Generating: False
2026-01-06T22:08:24.799680384Z [err]  2026-01-06 22:08:24,796 - server - INFO - 🔤 RAW TOKENS: ["'t"?, " re"?, "ally"?, " kn"?, "ow"?, " the"?, " business"?, " model"?, " is."?, " I"?, " ne"?, "ed"?, " a"?, " l"?, "ittle"?, " bit"?, " more"?, " inform"?, "ation"?, " as"?, " far"?, " as"?, ","?, " lik"?, "e,"?, " how"?]
2026-01-06T22:08:24.799689888Z [err]  2026-01-06 22:08:24,796 - server - INFO - 🔍 PARTIAL TRANSCRIPT: ''tre ally know the business model is. I ne ed a little bit more inform ation as far as, like, how' | Generating: False
2026-01-06T22:08:24.928019701Z [err]  2026-01-06 22:08:24,927 - server - INFO - 🔤 RAW TOKENS: ["'t"?, " re"?, "ally"?, " kn"?, "ow"?, " the"?, " business"?, " model"?, " is."?, " I"?, " ne"?, "ed"?, " a"?, " l"?, "ittle"?, " bit"?, " more"?, " inform"?, "ation"?, " as"?, " far"?, " as"?, ","?, " lik"?, "e,"?, " how"?, " it"?]
2026-01-06T22:08:24.930338583Z [err]  2026-01-06 22:08:24,927 - server - INFO - 🔍 PARTIAL TRANSCRIPT: ''tre ally know the business model is. I ne ed a little bit more inform ation as far as, like, how it' | Generating: False
2026-01-06T22:08:25.408414249Z [err]  2026-01-06 22:08:25,211 - server - INFO - 🔤 RAW TOKENS: ["'t"?, " re"?, "ally"?, " kn"?, "ow"?, " the"?, " business"?, " model"?, " is."?, " I"?, " ne"?, "ed"?, " a"?, " l"?, "ittle"?, " bit"?, " more"?, " inform"?, "ation"?, " as"?, " far"?, " as"?, ","?, " lik"?, "e,"?, " how"?, " it"?, " all"?]
2026-01-06T22:08:25.408423795Z [err]  2026-01-06 22:08:25,384 - server - INFO - 🔍 PARTIAL TRANSCRIPT: ''tre ally know the business model is. I ne ed a little bit more inform ation as far as, like, how it all works' | Generating: False
2026-01-06T22:08:25.408453628Z [err]  2026-01-06 22:08:25,211 - server - INFO - 🔍 PARTIAL TRANSCRIPT: ''tre ally know the business model is. I ne ed a little bit more inform ation as far as, like, how it all' | Generating: False
2026-01-06T22:08:25.408462100Z [err]  2026-01-06 22:08:25,346 - dead_air_monitor - INFO - 🔇 MONITOR: Skipping silence check - response generation still in progress
2026-01-06T22:08:25.408466971Z [err]  2026-01-06 22:08:25,384 - server - INFO - 🔤 RAW TOKENS: ["'t"?, " re"?, "ally"?, " kn"?, "ow"?, " the"?, " business"?, " model"?, " is."?, " I"?, " ne"?, "ed"?, " a"?, " l"?, "ittle"?, " bit"?, " more"?, " inform"?, "ation"?, " as"?, " far"?, " as"?, ","?, " lik"?, "e,"?, " how"?, " it"?, " all"?, " works"?]
2026-01-06T22:08:25.850366394Z [err]  2026-01-06 22:08:25,847 - dead_air_monitor - INFO - 🔇 MONITOR: Skipping silence check - response generation still in progress
2026-01-06T22:08:26.505504189Z [err]  2026-01-06 22:08:26,172 - server - INFO - 🧹 Cleaned transcript: ''t  re ally  kn ow  the  business  model  is.  I  ne' -> ''tre ally know the business model is. I ne'
2026-01-06T22:08:26.505512770Z [err]  2026-01-06 22:08:26,172 - server - INFO - 📥 FINAL TOKENS: ''tre ally know the business model is. I ne' (11 tokens)
2026-01-06T22:08:26.505520486Z [err]  2026-01-06 22:08:26,172 - server - INFO - 🎤 Soniox final transcript: ''tre ally know the business model is. I ne'
2026-01-06T22:08:26.505526614Z [err]  2026-01-06 22:08:26,172 - server - INFO - 🔍 FILTER CHECK: words=9, is_filler=False, is_garbled=False, tts_speaking=False, time_until_done=0.0s, generating=False, playbacks=0, is_active=False
2026-01-06T22:08:26.505531301Z [err]  2026-01-06 22:08:26,171 - server - INFO - 🔤 RAW TOKENS: ["'t"✓, " re"✓, "ally"✓, " kn"✓, "ow"✓, " the"✓, " business"✓, " model"✓, " is."✓, " I"✓, " ne"✓, "ed"?, " a"?, " l"?, "ittle"?, " bit"?, " more"?, " inform"?, "ation"?, " as"?, " far"?, " as"?, ","?, " lik"?, "e,"?, " how"?, " it"?, " all"?, " works"?, " and"?]
2026-01-06T22:08:26.505533515Z [err]  2026-01-06 22:08:26,172 - server - INFO - 🔍 PARTIAL TRANSCRIPT: 'ed a little bit more inform ation as far as, like, how it all works and' | Generating: False
2026-01-06T22:08:26.505537592Z [err]  2026-01-06 22:08:26,173 - redis_service - INFO - 📦 Stored call data in Redis: v3:0mpAKWEEq4RmnEiwFfVQSbYMsRaUqyv3i-LSQztMSbcpwbO-LND36Q (TTL: 3600s)
2026-01-06T22:08:26.505556433Z [err]  2026-01-06 22:08:26,172 - server - INFO - ⏱️ [22:08:26.172] 📝 FINAL TRANSCRIPT RECEIVED: ''tre ally know the business model is. I ne'
2026-01-06T22:08:26.505562061Z [err]  2026-01-06 22:08:26,172 - server - INFO - ⏱️ [22:08:26.172] STT endpoint detection latency: 6ms
2026-01-06T22:08:26.505583389Z [err]  2026-01-06 22:08:26,172 - server - INFO - ⏱️ [22:08:26.172] 🎤 USER STOPPED SPEAKING - Beginning processing pipeline
2026-01-06T22:08:26.505592565Z [err]  2026-01-06 22:08:26,172 - server - INFO - ⏱️ User spoke at 1767737306.1725676
2026-01-06T22:08:26.507966460Z [err]  2026-01-06 22:08:26,173 - server - INFO - 👤 User has spoken - aiSpeaksAfterSilence timer cancelled if pending
2026-01-06T22:08:26.507971046Z [err]  2026-01-06 22:08:26,173 - server - INFO - ✅ Agent SILENT - User said 17 word(s): 'Well, I me an, it dep end s.I don'tre ally know the business model is. I ne' - Processing...
2026-01-06T22:08:26.507975563Z [err]  2026-01-06 22:08:26,355 - server - INFO - 🔤 RAW TOKENS: ["ed"?, " a"?, " l"?, "ittle"?, " bit"?, " more"?, " inform"?, "ation"?, " as"?, " far"?, " as"?, ","?, " lik"?, "e,"?, " how"?, " it"?, " all"?, " works"?, " and"?, " wh"?]
